Hour,Scaled Value
0,0.6672164157414902
1,0.6487394522295279
2,0.6421932579841072
3,0.6423997819969802
4,0.6853682176207976
5,0.7783967781285255
6,0.8525407941575398
7,0.899614610901424
8,0.9296777251178959
9,0.9590152781931003
10,0.9726257041848909
11,0.9781661799106045
12,0.980733018557647
13,0.9810995604138019
14,0.9779875003596289
15,0.9713091144322411
16,0.9468535645369687
17,0.9139275500197592
18,0.8759185180752848
19,0.8273105828451941
20,0.7756109899636954
21,0.7453078771493292
22,0.7210271081414349
23,0.710294362270589
