Hour,Scaled Value
0,0.6310931407847135
1,0.612962205025198
2,0.6081371982372374
3,0.6106199145163056
4,0.6638332914505256
5,0.768333319562393
6,0.8464940627885772
7,0.8861296706028781
8,0.8999995146182542
9,0.9142890928279781
10,0.914765558103749
11,0.9103179880213962
12,0.9063019198846848
13,0.9021622793299913
14,0.8985866009298524
15,0.8922125639316593
16,0.8718646277874519
17,0.8448236273249369
18,0.8140792015049818
19,0.7774513481840809
20,0.7339563361450848
21,0.7114726435405515
22,0.6899816839065201
23,0.6795455613429531
