Hourly Generation (MWh)
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1226.0445956674469
2273.380968668613
3221.792003784113
3862.914850752058
3947.5920515434523
3388.652825180803
2352.55108466944
1271.5585059883867
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1226.0445956674469
2273.380968668613
3221.792003784113
3862.914850752058
3947.5920515434523
3388.652825180803
2352.55108466944
1271.5585059883867
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1226.0445956674469
2273.380968668613
3221.792003784113
3862.914850752058
3947.5920515434523
3388.652825180803
2352.55108466944
1271.5585059883867
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1226.0445956674469
2273.380968668613
3221.792003784113
3862.914850752058
3947.5920515434523
3388.652825180803
2352.55108466944
1271.5585059883867
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1226.0445956674469
2273.380968668613
3221.792003784113
3862.914850752058
3947.5920515434523
3388.652825180803
2352.55108466944
1271.5585059883867
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1226.0445956674469
2273.380968668613
3221.792003784113
3862.914850752058
3947.5920515434523
3388.652825180803
2352.55108466944
1271.5585059883867
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1226.0445956674469
2273.380968668613
3221.792003784113
3862.914850752058
3947.5920515434523
3388.652825180803
2352.55108466944
1271.5585059883867
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1226.0445956674469
2273.380968668613
3221.792003784113
3862.914850752058
3947.5920515434523
3388.652825180803
2352.55108466944
1271.5585059883867
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1226.0445956674469
2273.380968668613
3221.792003784113
3862.914850752058
3947.5920515434523
3388.652825180803
2352.55108466944
1271.5585059883867
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1226.0445956674469
2273.380968668613
3221.792003784113
3862.914850752058
3947.5920515434523
3388.652825180803
2352.55108466944
1271.5585059883867
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
