Hourly Consumption (MWh)
2315.70373469611
2315.966153719969
2318.6656046980233
2329.016262239099
2334.220970465434
2335.826141436364
2342.6903448280304
2355.5546850234064
2357.6715765159042
2320.1697711695865
2261.3647586267352
2209.1109909255633
2175.473696975113
2165.424240037029
2161.4030531446215
2174.680597592427
2201.3982663513266
2225.511036341395
2242.7429467328548
2256.6555650979417
2261.0852815497765
2266.501876357635
2275.599494536774
2276.0601855104055
2278.828681475772
2280.1705631745044
2285.637907326066
2287.7925273509127
2287.305727981155
2288.9848117092683
2289.3920465258934
2289.31901188628
2289.9881318083735
2271.0939007346433
2239.407385283559
2209.9838197549275
2191.018253020389
2187.6012733177236
2195.1143709582307
2215.774506038441
2241.717553782189
2266.52281133484
2284.602965905389
2297.8399120733143
2315.5086743437773
2334.10934974289
2352.566603827507
2370.514374343221
2386.052391246907
2402.3642066019397
2411.3348283694386
2416.8509210647067
2422.8667824674003
2433.47149139776
2437.8667810906854
2443.389317513269
2446.1477594191074
2429.840158391846
2393.68618136887
2364.371565880132
2335.9030687874615
2315.255053173826
2300.2413316458837
2304.0489959299116
2332.9560334124994
2362.557565454907
2385.4605653270646
2402.2033995019337
2418.127774640291
2436.625901495525
2473.526802511001
2513.6564976259833
2542.284466594137
2556.8583677433035
2557.400426613632
2559.709426800995
2563.29697383516
2561.97781119929
2556.221233539698
2554.352851329558
2547.816273165198
2517.4458349877104
2461.2521218879806
2401.5854064223067
2362.173998163891
2341.8025274673055
2345.820885959111
2366.1850321180846
2392.68253916891
2414.433743518696
2427.0297112906983
2442.098773888223
2455.1084453595295
2466.4909645925495
2480.976653940081
2495.257090155168
2507.83013455054
2517.64924502629
2527.791284312894
2537.4825464376777
2544.652945700355
2547.264902694244
2551.757227177031
2552.1838968769835
2552.325451960408
2535.7372796264112
2502.0308642949853
2468.5790806467403
2440.2247723549985
2425.0191151244117
2424.949847953937
2431.1427090206275
2452.1555057558917
2470.116834164339
2480.9900551162827
2493.416811439178
2503.273997196544
2514.480378349213
2521.0003047503405
2527.57947244549
2537.093763669623
2547.2227864835363
2554.5048378636197
2560.4842243135945
2568.2237962505405
2581.717245079904
2591.5287976599698
2599.0628832189686
2598.1569137779857
2575.8987583718786
2536.636470358792
2493.869244899956
2464.6178927307124
2440.557639576893
2430.757460123215
2432.1686280117547
2451.7941450758753
2481.871434647773
2496.674013147366
2505.8979097702404
2509.135487367861
2510.144980177014
2512.7331600022985
2515.982096862119
2523.047172523883
2530.935973266553
2539.714981731057
2551.859617912346
2566.2746497392995
2578.424409580648
2589.949516400421
2606.5630463571056
2619.8422090833337
2590.4949987586274
2513.4765314306946
2424.2080193233005
2349.0337159878213
2298.5616133116287
2278.082766178744
2303.8970594545863
2373.8897175957727
2447.2833619325156
2482.522117487219
2502.079205492628
2514.561092946605
2535.99243959127
2560.9209927349184
2586.6245502031625
2598.4983333929245
2602.9892835971946
2610.404327366011
2620.883845676538
2631.676169175381
2649.3178910233228
2664.3298937267277
2679.0140237970904
2684.7728963777554
2639.9483415863447
2541.8890922426954
2432.9047561015864
2352.585015423205
2303.7359577200864
2289.4355650800335
2325.284208366623
2427.9166636672403
2556.517976015545
2646.061533309009
2720.3682508328084
2778.247218164617
2826.5296201492447
2872.3201718018513
2910.702770652849
2945.950120710329
2980.4769596463866
3003.4994469797043
3022.759688170412
3041.0805677167778
3059.4342510860483
3059.8081068331144
3049.244170940812
3028.0290446960153
2958.541233990306
2829.744990811156
2689.61660728272
2571.8470539456243
2491.367386667328
2453.4084544727057
2465.5008445062617
2518.6190849253203
2574.46551019509
2611.1333132895757
2637.3777481128127
2657.8199996958224
2672.1771564339324
2691.133827479557
2699.438053137751
2712.1839835472165
2726.1212226442376
2732.934258756722
2753.826646475141
2776.537679262461
2790.944727794437
2810.9848413417294
2832.1310152441038
2851.025273902406
2823.436377284474
2754.9335991011885
2659.1460982240546
2567.234597186964
2499.2265006031043
2472.3900840292117
2499.624319363457
2591.0538785332715
2680.112751667487
2733.790196203476
2768.6426861902505
2796.139019041376
2812.157118169467
2830.2763236629507
2844.964616295605
2860.051474971253
2875.084049390255
2890.426806873561
2910.249981761288
2931.6500691025817
2950.4085878338315
2965.042365724942
2980.723190600168
2985.048072371267
2956.8329075929096
2893.422321560161
2814.537003961545
2736.515377676547
2660.402120563181
2621.7130139356723
2634.109937482352
2723.976481560875
2854.4318608354706
2938.964966916868
2975.1493361577604
2972.3657218258986
2967.1906370436313
2983.1182428096477
3010.2776133870057
3004.265890655819
2977.934526005072
2941.2089126666306
2886.8993325068823
2848.5324900529845
2806.837758324166
2751.75762812208
2707.7411772281043
2626.0245099187073
2541.427040117727
2465.188500963004
2387.616225997678
2342.9526302175636
2322.509374061772
2309.057415562445
2299.0592142816417
2287.683780778735
2265.0853225162045
2245.117475615092
2232.895614719601
2226.9716428374795
2216.485826337471
2197.519251758989
2183.891232889192
2175.797128468198
2173.5896903196103
2180.5172352641443
2184.1011272603314
2190.6724581856647
2200.722504231423
2207.827632313841
2215.8616139974147
2218.372983824094
2192.333575857905
2126.596974650306
2043.8456990528136
1971.7250243058456
1930.9826772423448
1918.6472819016874
1925.0938496421882
1955.3952771343695
1970.3257995267795
2012.0316969717273
2082.118208746152
2101.3221845220023
2077.19462729619
2022.7355033973213
1977.8876070891802
1930.9376808325915
1906.580406438157
1885.8984810333945
1869.3915058011328
1862.8976661597983
1876.8111717997053
1931.9382012515985
2005.4700617723577
2057.98392311118
2078.222628169537
2067.1772824336435
2077.7890666346975
