Hourly Generation (MWh)
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
579.6974607234623
1078.112179872807
1529.8236868353729
1835.7781595293152
1876.554554380733
1610.4654007257138
1117.4654708512387
602.8711675663527
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
579.6974607234623
1078.112179872807
1529.8236868353729
1835.7781595293152
1876.554554380733
1610.4654007257138
1117.4654708512387
602.8711675663527
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
579.6974607234623
1078.112179872807
1529.8236868353729
1835.7781595293152
1876.554554380733
1610.4654007257138
1117.4654708512387
602.8711675663527
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
579.6974607234623
1078.112179872807
1529.8236868353729
1835.7781595293152
1876.554554380733
1610.4654007257138
1117.4654708512387
602.8711675663527
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
579.6974607234623
1078.112179872807
1529.8236868353729
1835.7781595293152
1876.554554380733
1610.4654007257138
1117.4654708512387
602.8711675663527
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
579.6974607234623
1078.112179872807
1529.8236868353729
1835.7781595293152
1876.554554380733
1610.4654007257138
1117.4654708512387
602.8711675663527
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
579.6974607234623
1078.112179872807
1529.8236868353729
1835.7781595293152
1876.554554380733
1610.4654007257138
1117.4654708512387
602.8711675663527
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
579.6974607234623
1078.112179872807
1529.8236868353729
1835.7781595293152
1876.554554380733
1610.4654007257138
1117.4654708512387
602.8711675663527
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
579.6974607234623
1078.112179872807
1529.8236868353729
1835.7781595293152
1876.554554380733
1610.4654007257138
1117.4654708512387
602.8711675663527
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
579.6974607234623
1078.112179872807
1529.8236868353729
1835.7781595293152
1876.554554380733
1610.4654007257138
1117.4654708512387
602.8711675663527
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
