Yearly Consumption (MW)
1660.8257791648682
1663.1857681361992
1659.062237116322
1666.7875596970434
1655.6525447676086
1598.2240431840344
5475.640574625581
4384.654585102092
3001.3766659510293
3285.8695248506465
3380.405395338184
3370.4967873573205
6655.202410898686
4633.569911520308
3196.684447612291
3248.9725731561666
3250.274026937011
4247.537441275599
5843.588770534761
5521.878917480064
2294.3312519380725
2506.717976168244
1477.1501338324695
1674.90706463331
1670.359354379841
1660.7350463437112
1666.5345762942943
1674.3992510464002
1668.9798820533413
1598.2917413151897
5497.722030434896
4116.030750395893
3148.9150570087236
3303.9854852086282
3404.736528072392
3047.1157842766524
6743.496957739024
4718.046815786204
3377.335945004894
3276.0695778199893
3156.4076158205426
4165.718631571408
5929.311457651103
5576.646194574969
2541.4467142720473
2339.3006065525
1430.677259272469
1755.7054526858958
1664.4188285706718
1656.9437338109349
1659.1939656368859
1673.2825741752094
1663.5478967037257
1884.9890396887886
5854.855680516324
4144.564851357255
3118.9079891883885
3251.5488731788814
3321.62438876299
3331.096717136125
6593.17876310342
4724.668075886433
3262.4656882078093
3272.7824588251674
3156.574233244133
4211.197320600111
5857.042805542028
5706.8197279184205
2313.101032051181
2818.2851221444935
1728.2921318839099
1683.3354131617814
1664.3034518016968
1653.440504752153
1658.6087358671657
1660.2542843631797
1666.0244588268542
1490.822214665336
5865.282783807538
4070.996707945344
3168.7651484493554
3323.311782777391
3305.045913130446
3270.6659887660726
6762.2723357131335
4674.797118932256
3308.571250387198
3328.8567587385633
3106.668205276543
4071.939629618891
5576.299330226887
5566.717183469991
2542.308769808486
2704.6557375084126
1562.8166004801747
1672.4453485208792
1667.526560711824
1663.5102692027474
1657.81934436426
1650.99734321099
1656.9325613115839
1657.8030370256204
5599.097685369763
4180.890947570353
3091.340228489667
3088.9797661081216
3343.5658139245115
3274.609449472384
6812.58930477861
4688.68564387322
3353.0941858474625
3219.5279846912226
3176.242743876911
4222.845861267633
6053.64209632024
5444.456727878325
2526.771618182929
2748.636366002242
1846.9203593254847
1659.494975748039
1171.5679292383309
1173.9517107305512
1182.826273354395
1174.0336958743019
1170.336587447097
1294.6675633866016
5249.613599180092
3581.79729138133
2267.1758562044347
2257.7768766668896
2268.741857071274
2383.862578993953
5783.278115699325
3782.651954675095
2247.5453274460315
2276.4039267604094
2223.2175347523616
3372.276695861603
5717.510624945301
5400.332478795238
2326.9682762685857
2327.003591895941
1308.1387854162435
1462.9169500907537
800.7788308072675
797.5248195954647
793.8066607740413
797.2924411447249
812.8491236266294
1026.3048152997724
5093.468629651898
3193.455903662891
1868.6528787297677
1660.8894749789806
1953.1076043832697
1921.0719136923135
5480.097702058367
3271.8842251060173
1894.853461364671
1930.4031406431504
1821.084420000685
3233.5081769048093
5389.515687054477
5197.548910645306
2409.4405422407576
2393.396875974433
1014.7923987114623
798.038291555116
1670.5415869313986
1661.5962121255568
1675.6014841416081
1658.2686450734318
1666.5006606956097
1720.1784584774514
5798.760486601898
4228.6783312045945
3175.2293622285597
3303.317814739106
3342.134116424692
3273.5742625547423
6795.669470188324
4578.779384966139
3232.883634247055
3195.7697193181543
3179.138922896964
3990.567655942005
5971.041190515203
5514.734535984565
2470.5261172624714
2598.7016007291654
1819.3590375585554
1660.3533874117406
1659.5982251708042
1661.7903995329725
1660.789016478847
1654.1871686611807
1659.8180769964806
1463.5647812333036
5634.717605341971
4158.317675515883
3251.808458921325
3323.7958023515066
3360.185310040734
3354.511389475023
6821.56754363985
4583.212844731705
3238.912330468985
3222.039051145966
3192.959363934264
4296.1260835022795
5808.835065726441
5488.718395033972
2360.8452502352243
2593.9710400881995
1851.2892230858174
1676.9159312933232
1665.5877350556625
1661.008055494694
1661.444967951104
1662.3527393682173
1673.905649341363
1604.3528199072737
5651.077243445199
4326.500690350944
3134.618009162871
3105.5031476611416
3352.1349623407127
3276.559829007579
6718.635386726681
4657.014036844409
3366.0291984862943
3344.8687579958428
3165.832884628393
4371.134449773409
5601.5318354146175
5546.074474192187
2288.827393668444
2723.485504628956
1687.0677408681142
1665.603132479711
1666.7456627657134
1667.1710478272248
1662.7322227078705
1658.977523923696
1667.647968807969
1205.78740078102
5579.601335890498
4198.870678085694
3057.89062550013
3317.923074870163
3251.2124811819717
3252.982345350323
6796.539481636388
4625.341226844122
3316.9663597845797
3257.8805723994114
3275.586470369536
3958.88719270347
5952.685552013397
5422.198871278234
2392.184886563812
2582.3238814313395
2205.6182773559153
1670.2559705152346
1654.4647585559915
1664.1249147055732
1664.9636192645937
1665.023479429782
1671.3638277628459
1678.8660104003586
5755.519000074725
4397.798294530653
3228.403581045945
3326.0480975049018
3363.971143256588
3369.578277705618
6704.497137256399
4494.185946731626
3302.784115425656
3268.166962758479
3215.1841465994844
3899.512506058104
5795.463244410837
5486.890937533168
2696.83480766074
2798.081717103225
1544.2159398107385
1676.1425362964424
1166.9800999797835
1172.1375539309947
1167.9971835591043
1167.4282449591935
1174.8461798294677
1239.3591523753082
5294.346778051556
3546.289129076421
2245.013843098266
2270.764614132415
2351.106970439731
2256.8807370760846
5942.602257817398
3728.9773216542344
2235.11900579097
2227.3375205080088
2167.297320404145
3355.3605690915415
5709.8589852040395
5401.08107133955
2343.5859894950927
2570.498542672004
1351.714725639272
1340.374024101125
803.8733456053258
802.9903630834788
802.0602030144403
811.8483801069507
795.2844582664567
1029.7131913286096
4969.582463144791
3229.9847254478527
1782.2972485695652
1864.4491994304751
1941.8736622992326
1902.476720400673
5491.465349685287
