Yearly Consumption (MW)
1224.067
1073.373
873.855
611.476
442.032
313.551
275.313
368.437
609.798
948.412
1227.624
1655.621
1696.193
1594.738
1531.712
1726.81
1835.531
2001.689
2161.565
2225.793
2052.493
1672.391
1295.36
1102.372
1068.248
984.764
866.18
667.724
503.255
349.291
259.95
238.241
341.101
574.233
955.852
1168.727
1234.228
1052.013
1045.79
1262.075
1506.482
1674.755
1981.144
2181.091
2026.276
1784.095
1554.689
1250.359
959.275
675.846
504.614
360.392
288.852
247.1
430.343
1221.798
2140.888
2394.122
2068.859
1660.185
1497.701
1568.177
1730.646
1617.736
1471.8
1642.459
2156.05
2703.062
2882.262
2452.754
1902.133
1523.097
1216.096
893.663
634.648
453.639
329.073
281.466
448.916
1237.482
2165.602
2464.119
2140.511
1715.137
1539.401
1612.582
1773.666
1657.371
1513.309
1666.182
2164.365
2699.549
2869.82
2435.555
1894.24
1521.061
1215.212
892.856
633.983
456.772
329.139
280.193
445.161
1225.578
2139.719
2419.199
2123.285
1723.923
1554.237
1620.767
1777.699
1651.354
1503.783
1663.168
2170.788
2695.525
2865.49
2422.163
1867.35
1502.059
1205.068
887.348
629.715
452.019
328.285
279.17
448.642
1232.076
2136.188
2410.494
2112.749
1722.478
1557.982
1618.845
1763.585
1644.319
1501.352
1661.771
2147.71
2658.647
2815.429
2375.83
1836.488
1484.162
1194.05
881.12
629.164
452.222
327.554
271.415
409.559
1080.465
1851.707
2087.853
1888.819
1610.056
1559.463
1648.484
1751.488
1622.773
1535.229
1851.058
2501.544
2940.332
2938.113
2385.084
1822.106
1491.025
1224.067
1073.373
873.855
611.476
442.032
313.551
275.313
368.437
609.798
948.412
1227.624
1655.621
1696.193
1594.738
1531.712
1726.81
1835.531
2001.689
2161.565
2225.793
2052.493
1672.391
1295.36
1102.372
1068.248
984.764
866.18
667.724
503.255
349.291
259.95
238.241
341.101
574.233
955.852
1168.727
1234.228
1052.013
1045.79
1262.075
1506.482
1674.755
1981.144
2181.091
2026.276
1784.095
1554.689
1250.359
959.275
675.846
504.614
360.392
288.852
247.1
430.343
1221.798
2140.888
2394.122
2068.859
1660.185
1497.701
1568.177
1730.646
1617.736
1471.8
1642.459
2156.05
2703.062
2882.262
2452.754
1902.133
1523.097
1216.096
893.663
634.648
453.639
329.073
281.466
448.916
1237.482
2165.602
2464.119
2140.511
1715.137
1539.401
1612.582
1773.666
1657.371
1513.309
1666.182
2164.365
2699.549
2869.82
2435.555
1894.24
1521.061
1215.212
892.856
633.983
456.772
329.139
280.193
445.161
1225.578
2139.719
2419.199
2123.285
1723.923
1554.237
1620.767
1777.699
1651.354
1503.783
1663.168
2170.788
2695.525
2865.49
2422.163
1867.35
1502.059
1205.068
887.348
629.715
452.019
328.285
279.17
448.642
1232.076
2136.188
2410.494
2112.749
1722.478
1557.982
1618.845
1763.585
1644.319
1501.352
1661.771
2147.71
2658.647
2815.429
2375.83
1836.488
1484.162
1194.05
881.12
629.164
452.222
327.554
271.415
409.559
1080.465
1851.707
2087.853
1888.819
1610.056
1559.463
1648.484
1751.488
1622.773
1535.229
1851.058
2501.544
2940.332
2938.113
2385.084
1822.106
1491.025
1224.067
1073.373
873.855
611.476
442.032
313.551
275.313
368.437
609.798
948.412
1227.624
1655.621
1696.193
1594.738
1531.712
1726.81
1835.531
2001.689
2161.565
2225.793
2052.493
1672.391
1295.36
1102.372
1068.248
984.764
866.18
667.724
503.255
349.291
259.95
238.241
341.101
574.233
955.852
1168.727
1234.228
1052.013
1045.79
1262.075
1506.482
1674.755
1981.144
2181.091
2026.276
1784.095
1554.689
1250.359
959.275
675.846
504.614
360.392
288.852
247.1
430.343
1221.798
2140.888
2394.122
2068.859
1660.185
1497.701
1568.177
1730.646
1617.736
1471.8
1642.459
2156.05
2703.062
2882.262
2452.754
1902.133
1523.097
1216.096
893.663
634.648
453.639
329.073
281.466
448.916
1237.482
2165.602
2464.119
2140.511
1715.137
1539.401
1612.582
1773.666
1657.371
1513.309
1666.182
2164.365
2699.549
2869.82
2435.555
1894.24
1521.061
1215.212
892.856
633.983
456.772
329.139
280.193
445.161
1225.578
2139.719
2419.199
2123.285
1723.923
1554.237
1620.767
1777.699
1651.354
1503.783
1663.168
2170.788
2695.525
2865.49
2422.163
1867.35
1502.059
1205.068
887.348
629.715
452.019
328.285
279.17
448.642
1232.076
2136.188
2410.494
2112.749
1722.478
1557.982
1618.845
1763.585
1644.319
1501.352
1661.771
2147.71
2658.647
2815.429
2375.83
1836.488
1484.162
1194.05
881.12
629.164
452.222
327.554
271.415
409.559
1080.465
1851.707
2087.853
1888.819
1610.056
1559.463
1648.484
1751.488
1622.773
1535.229
1851.058
2501.544
2940.332
2938.113
2385.084
1822.106
1491.025
1224.067
1073.373
873.855
611.476
442.032
313.551
275.313
368.437
609.798
948.412
1227.624
1655.621
1696.193
1594.738
1531.712
1726.81
1835.531
2001.689
2161.565
2225.793
2052.493
1672.391
1295.36
1102.372
1068.248
984.764
866.18
667.724
503.255
349.291
259.95
238.241
341.101
574.233
955.852
1168.727
1234.228
1052.013
1045.79
1262.075
1506.482
1674.755
1981.144
2181.091
2026.276
1784.095
1554.689
1250.359
959.275
675.846
504.614
360.392
288.852
247.1
430.343
1221.798
2140.888
2394.122
2068.859
1660.185
1497.701
1568.177
1730.646
1617.736
1471.8
1642.459
2156.05
2703.062
2882.262
2452.754
1902.133
1523.097
1216.096
893.663
634.648
453.639
329.073
281.466
448.916
1237.482
2165.602
2464.119
2140.511
1715.137
1539.401
1612.582
1773.666
1657.371
1513.309
1666.182
2164.365
2699.549
2869.82
2435.555
1894.24
1521.061
1215.212
892.856
633.983
456.772
329.139
280.193
445.161
1225.578
2139.719
2419.199
2123.285
1723.923
1554.237
1620.767
1777.699
1651.354
1503.783
1663.168
2170.788
2695.525
2865.49
2422.163
1867.35
1502.059
1205.068
887.348
629.715
452.019
328.285
279.17
448.642
1232.076
2136.188
2410.494
2112.749
1722.478
1557.982
1618.845
1763.585
1644.319
1501.352
1661.771
2147.71
2658.647
2815.429
2375.83
1836.488
1484.162
1194.05
881.12
629.164
452.222
327.554
271.415
409.559
1080.465
1851.707
2087.853
1888.819
1610.056
1559.463
1648.484
1751.488
1622.773
1535.229
1851.058
2501.544
2940.332
2938.113
2385.084
1822.106
1491.025
1224.067
1073.373
873.855
611.476
442.032
313.551
275.313
368.437
609.798
948.412
1227.624
1655.621
1696.193
1594.738
1531.712
1726.81
1835.531
2001.689
2161.565
2225.793
2052.493
1672.391
1295.36
1102.372
1068.248
984.764
866.18
667.724
503.255
349.291
259.95
238.241
341.101
574.233
955.852
1168.727
1234.228
1052.013
1045.79
1262.075
1506.482
1674.755
