municipality,P_installed (kWp),P_installed (MW)
2053,12481.610842880145,12481.610842880145
2054,17368.441753131014,17368.441753131014
2055,5617.468795517137,5617.468795517137
2061,682.6758329686365,682.6758329686365
2063,1816.5970242096557,1816.5970242096557
2066,661.7720735363328,661.7720735363328
2067,986.4729462460637,986.4729462460637
2068,1606.0768254879233,1606.0768254879233
2072,1206.5220313636507,1206.5220313636507
2079,392.4474858648791,392.4474858648791
2086,1075.540600226197,1075.540600226197
2087,2820.622457743743,2820.622457743743
2089,798.2304656262116,798.2304656262116
2096,6514.418707154498,6514.418707154498
2097,3643.1558458889767,3643.1558458889767
2099,6156.208557687998,6156.208557687998
21,2383.881124556014,2383.881124556014
2102,6628.97599058556,6628.97599058556
211,2554.012782007645,2554.012782007645
2113,6432.668380253358,6432.668380253358
2114,4558.341342165991,4558.341342165991
2115,1950.6517547807896,1950.6517547807896
2117,5431.967278084153,5431.967278084153
2121,5595.788871187428,5595.788871187428
2122,4434.773965512654,4434.773965512654
2123,1476.510211863517,1476.510211863517
2124,4055.1958392303372,4055.1958392303372
2125,23300.739293602117,23300.739293602117
2128,817.9750367449286,817.9750367449286
2129,2861.060957228165,2861.060957228165
213,4443.077993318593,4443.077993318593
2130,1693.3937670489486,1693.3937670489486
2131,2030.7289570699827,2030.7289570699827
2134,2411.754650648987,2411.754650648987
2135,6249.406247369847,6249.406247369847
2137,1705.8529426583796,1705.8529426583796
2138,3476.9929380680496,3476.9929380680496
214,3411.270582570981,3411.270582570981
2140,4254.7188917421345,4254.7188917421345
2143,1189.739700954397,1189.739700954397
2145,2568.3408005138676,2568.3408005138676
2147,1602.1026020041595,1602.1026020041595
2148,4948.401776260661,4948.401776260661
2149,4088.4116941697444,4088.4116941697444
215,1953.8362586157875,1953.8362586157875
2152,4246.937434511482,4246.937434511482
2153,2985.4323593709632,2985.4323593709632
2155,2330.1711540390975,2330.1711540390975
216,4414.072315464886,4414.072315464886
2160,4999.745737368164,4999.745737368164
2162,3758.449996076539,3758.449996076539
2163,8322.714319395209,8322.714319395209
2173,1945.1336890023724,1945.1336890023724
2174,3571.7792532774733,3571.7792532774733
2175,5005.961927540146,5005.961927540146
2177,1747.5391178882455,1747.5391178882455
218,2785.342040163543,2785.342040163543
2183,4946.499924624012,4946.499924624012
2186,2698.637762334479,2698.637762334479
219,7729.6647286752395,7729.6647286752395
2194,730.9362246517921,730.9362246517921
2196,23747.686037961663,23747.686037961663
2197,2966.2674603789415,2966.2674603789415
2198,3522.2419419714997,3522.2419419714997
22,2847.3311466779883,2847.3311466779883
220,3757.6515966847237,3757.6515966847237
2200,3919.0230823558045,3919.0230823558045
2206,10756.188722217701,10756.188722217701
2208,2748.7903378567057,2748.7903378567057
221,6267.106576312424,6267.106576312424
2211,4077.5668358235953,4077.5668358235953
2216,378.9684353430326,378.9684353430326
2217,1756.9212786453577,1756.9212786453577
2220,8111.43076297962,8111.43076297962
2226,2923.4010284418537,2923.4010284418537
2228,10634.024414676272,10634.024414676272
223,11936.636562655633,11936.636562655633
2230,189.5939095913455,189.5939095913455
2233,5017.176257288943,5017.176257288943
2234,4545.656093584158,4545.656093584158
2235,2400.4821970468474,2400.4821970468474
2236,17225.549342776063,17225.549342776063
2237,5243.464483687853,5243.464483687853
2238,4565.838022679965,4565.838022679965
224,5013.868169597231,5013.868169597231
225,6155.644255805717,6155.644255805717
2250,2262.495783241036,2262.495783241036
2254,10287.890384592825,10287.890384592825
2257,1986.4771693769599,1986.4771693769599
2258,1535.681167629131,1535.681167629131
226,2572.488815319734,2572.488815319734
2261,472.79665943590993,472.79665943590993
2262,10456.107466771182,10456.107466771182
2265,9354.08993382038,9354.08993382038
2266,1566.139264529532,1566.139264529532
227,12406.271831591623,12406.271831591623
2271,1108.9363570041298,1108.9363570041298
2272,4520.882956221992,4520.882956221992
2274,1729.85008960462,1729.85008960462
2275,17651.863116278917,17651.863116278917
2276,3392.9764959712247,3392.9764959712247
2278,1543.2053840703425,1543.2053840703425
228,10729.022900936408,10729.022900936408
2284,10165.73491848907,10165.73491848907
2292,1535.897536898796,1535.897536898796
2293,14860.99610763864,14860.99610763864
2294,3454.208521568581,3454.208521568581
2295,7147.376123216722,7147.376123216722
2296,2922.1888556209447,2922.1888556209447
2299,12643.472600803072,12643.472600803072
23,2233.3076483918007,2233.3076483918007
230,105826.55728851145,105826.55728851145
2300,2817.1698520029645,2817.1698520029645
2301,3074.465714139792,3074.465714139792
2303,2566.847817349226,2566.847817349226
2304,3943.8000534011567,3943.8000534011567
2305,8299.421881147786,8299.421881147786
2306,19764.910945231004,19764.910945231004
2307,2548.7848092105055,2548.7848092105055
2308,6384.685743085475,6384.685743085475
2309,9486.309043329042,9486.309043329042
231,10440.830062583731,10440.830062583731
2321,6928.65383944651,6928.65383944651
2323,2696.864917891715,2696.864917891715
2325,12926.433599180942,12926.433599180942
2328,2008.383132002818,2008.383132002818
2333,1920.1198909027719,1920.1198909027719
2335,2371.2518959405684,2371.2518959405684
2336,3475.208339023883,3475.208339023883
2337,3085.2655699123106,3085.2655699123106
2338,2657.9397275326123,2657.9397275326123
24,2917.583650477931,2917.583650477931
2401,6304.224362293857,6304.224362293857
2402,3453.50808910409,3453.50808910409
2403,4510.357117919189,4510.357117919189
2404,5117.453976804962,5117.453976804962
2405,2812.2754702978123,2812.2754702978123
2406,4504.6083898728875,4504.6083898728875
2407,9889.721485188125,9889.721485188125
2408,5732.30781471688,5732.30781471688
241,3008.905295332807,3008.905295332807
242,11184.315587530104,11184.315587530104
2421,2042.6077807312483,2042.6077807312483
2422,12733.23792751695,12733.23792751695
2424,1286.6779361080526,1286.6779361080526
2425,1335.059310129165,1335.059310129165
2426,4277.922905876252,4277.922905876252
2427,3413.8962185203445,3413.8962185203445
2428,6712.12931253813,6712.12931253813
243,21090.43841406092,21090.43841406092
2430,3461.7787805909984,3461.7787805909984
244,6370.4111731197,6370.4111731197
2445,1262.9296940854379,1262.9296940854379
245,6500.036998511719,6500.036998511719
2455,2345.6548393865755,2345.6548393865755
2456,1454.5834791776265,1454.5834791776265
2457,4953.247497144469,4953.247497144469
246,3649.0096896495816,3649.0096896495816
2461,3434.817091544482,3434.817091544482
2463,839.5910512906889,839.5910512906889
2464,3257.625829378689,3257.625829378689
2465,9887.189688750317,9887.189688750317
247,12879.966608777706,12879.966608777706
2471,2287.5169827188906,2287.5169827188906
2472,2327.573596530393,2327.573596530393
2473,10055.632268841382,10055.632268841382
2474,2371.5990583187777,2371.5990583187777
2475,3881.698257001494,3881.698257001494
2476,7307.469867461097,7307.469867461097
2477,2933.984719574841,2933.984719574841
2478,3815.676677064644,3815.676677064644
2479,2935.6789809534725,2935.6789809534725
248,8199.711787346077,8199.711787346077
2480,3528.9653426905884,3528.9653426905884
2481,2797.09247627519,2797.09247627519
249,4774.847311375072,4774.847311375072
2491,940.3134777542232,940.3134777542232
2492,1780.629177853808,1780.629177853808
2493,9936.04982219283,9936.04982219283
2495,7515.784652853626,7515.784652853626
2497,3810.562252664543,3810.562252664543
2499,3536.9226543310974,3536.9226543310974
25,3787.9417462513584,3787.9417462513584
250,10828.930046611253,10828.930046611253
2500,8711.314923182967,8711.314923182967
2501,3510.8538384490516,3510.8538384490516
2502,1337.793195029794,1337.793195029794
2503,7889.360547215323,7889.360547215323
251,6338.306351571513,6338.306351571513
2511,2743.6700646071913,2743.6700646071913
2513,14642.759833765123,14642.759833765123
2514,1242.2439021079188,1242.2439021079188
2516,5939.167308649362,5939.167308649362
2517,10032.598023451463,10032.598023451463
2518,2192.072852540974,2192.072852540974
2519,7451.286914901002,7451.286914901002
2520,2064.681016086913,2064.681016086913
2523,2122.2269217364983,2122.2269217364983
2524,302.8985311971884,302.8985311971884
2525,2490.7345021033543,2490.7345021033543
2526,6309.525569978199,6309.525569978199
2527,5758.344939481671,5758.344939481671
2528,2956.7675611039444,2956.7675611039444
2529,1896.063565793985,1896.063565793985
2530,4030.0975440928178,4030.0975440928178
2532,6073.041504744051,6073.041504744051
2534,10274.705331950216,10274.705331950216
2535,2204.4826807860845,2204.4826807860845
2541,593.7313558742665,593.7313558742665
2542,8640.990819741231,8640.990819741231
2543,8675.803791933533,8675.803791933533
2544,1735.5693682387455,1735.5693682387455
2545,2120.2617340689712,2120.2617340689712
2546,25184.752492861495,25184.752492861495
2547,3180.393595128343,3180.393595128343
2548,1700.185318353826,1700.185318353826
2549,17.772424152345806,17.772424152345806
2550,5616.020524803224,5616.020524803224
2551,3729.5480715015237,3729.5480715015237
2553,4125.908717711931,4125.908717711931
2554,5042.0496092387575,5042.0496092387575
2555,3314.4820812880034,3314.4820812880034
2556,8358.598407268875,8358.598407268875
2571,1993.023128346176,1993.023128346176
2572,6107.374575924829,6107.374575924829
2573,7347.496714017312,7347.496714017312
2574,1051.3569263782128,1051.3569263782128
2575,4487.413631522734,4487.413631522734
2576,6222.210589876121,6222.210589876121
2578,3728.870612898994,3728.870612898994
2579,9707.738368316766,9707.738368316766
2580,5644.315791415859,5644.315791415859
2581,16823.160073872084,16823.160073872084
2582,2153.058499479344,2153.058499479344
2583,8027.0075235835175,8027.0075235835175
2584,3039.1945072137505,3039.1945072137505
2585,2092.1760718228356,2092.1760718228356
2586,8717.479362608316,8717.479362608316
26,1726.1543722118606,1726.1543722118606
2601,20699.18239191633,20699.18239191633
261,232869.41520905218,232869.41520905218
2611,2690.231687971192,2690.231687971192
2612,935.4300380745788,935.4300380745788
2613,7111.2969588657,7111.2969588657
2614,5355.074569052814,5355.074569052814
2615,2509.560204943785,2509.560204943785
2616,1461.5588608335593,1461.5588608335593
2617,1073.9671363338289,1073.9671363338289
2618,2878.3823818466653,2878.3823818466653
2619,3746.1259642441796,3746.1259642441796
2620,1435.5921925634987,1435.5921925634987
2621,4909.116349111778,4909.116349111778
2622,1568.5295086327428,1568.5295086327428
27,4600.387738179397,4600.387738179397
2701,98223.88998587655,98223.88998587655
2702,2349.0941916789793,2349.0941916789793
2703,24481.714512035745,24481.714512035745
2761,11564.061970896651,11564.061970896651
2762,20745.258117549645,20745.258117549645
2763,11950.552499523046,11950.552499523046
2764,7159.662051238242,7159.662051238242
2765,16240.749987667557,16240.749987667557
2766,7521.258620416269,7521.258620416269
2767,9572.863716338003,9572.863716338003
2768,7192.93908975845,7192.93908975845
2769,15441.770442498808,15441.770442498808
2770,22742.614715702082,22742.614715702082
2771,14804.591293805232,14804.591293805232
2772,3926.511458049561,3926.511458049561
2773,21456.348670811425,21456.348670811425
2774,2767.347403210101,2767.347403210101
2775,12844.6298518259,12844.6298518259
2781,2065.166048972978,2065.166048972978
2782,3760.4685615345525,3760.4685615345525
2783,597.9420522522936,597.9420522522936
2784,2088.3726254497183,2088.3726254497183
2785,3198.564755934816,3198.564755934816
2786,3591.7337570769423,3591.7337570769423
2787,9941.19062209113,9941.19062209113
2788,3447.1441533869884,3447.1441533869884
2789,1281.2339391474857,1281.2339391474857
2790,815.6399521247895,815.6399521247895
2791,3949.2005592962814,3949.2005592962814
2792,3285.18699698494,3285.18699698494
2793,5354.674999513729,5354.674999513729
28,3601.098815323703,3601.098815323703
2821,3921.766954674798,3921.766954674798
2822,1662.7332235578433,1662.7332235578433
2823,7982.154913620819,7982.154913620819
2824,7467.390880056194,7467.390880056194
2825,6788.182787602196,6788.182787602196
2826,1864.4356351250885,1864.4356351250885
2827,766.67955238165,766.67955238165
2828,6844.944937654593,6844.944937654593
2829,19350.352474581032,19350.352474581032
2830,3024.8200241053055,3024.8200241053055
2831,16810.017338044592,16810.017338044592
2832,1568.1752817857775,1568.1752817857775
2833,2941.4400405904858,2941.4400405904858
2834,3748.7326217104965,3748.7326217104965
2841,1756.01752297252,1756.01752297252
2842,1762.3471845478473,1762.3471845478473
2843,1549.5893584661012,1549.5893584661012
2844,2357.8399603828993,2357.8399603828993
2845,1514.6560094474416,1514.6560094474416
2846,10708.841390448097,10708.841390448097
2847,781.1631040014393,781.1631040014393
2848,770.4295579022222,770.4295579022222
2849,3514.8797664529934,3514.8797664529934
2850,1116.4249576043808,1116.4249576043808
2851,400.7534266917816,400.7534266917816
2852,2802.884271776568,2802.884271776568
2853,2174.117990522962,2174.117990522962
2854,634.2381524173278,634.2381524173278
2855,1222.4984229850531,1222.4984229850531
2856,4884.696738774307,4884.696738774307
2857,1420.9734667567507,1420.9734667567507
2858,2544.464384406912,2544.464384406912
2859,874.2653731673745,874.2653731673745
2860,2229.2253381481423,2229.2253381481423
2861,11459.378197073078,11459.378197073078
2862,1648.722058941217,1648.722058941217
2863,1879.683191171451,1879.683191171451
2864,2107.6870565119293,2107.6870565119293
2865,2239.50170103664,2239.50170103664
2866,1688.9851035183506,1688.9851035183506
2867,973.667138116934,973.667138116934
2868,1267.2074328586903,1267.2074328586903
2869,4402.418514850628,4402.418514850628
2881,1653.462849838476,1653.462849838476
2882,1465.0516868433308,1465.0516868433308
2883,2406.92575165186,2406.92575165186
2884,3908.841789755663,3908.841789755663
2885,1718.5921225657537,1718.5921225657537
2886,5078.266653347233,5078.266653347233
2887,1473.4488365598725,1473.4488365598725
2888,3305.2660931615696,3305.2660931615696
2889,1038.069411715048,1038.069411715048
2890,535.9893035275526,535.9893035275526
2891,3279.893823878523,3279.893823878523
2892,4792.74207638362,4792.74207638362
2893,4218.272588848309,4218.272588848309
2894,1197.6976958517218,1197.6976958517218
2895,2089.2171415373723,2089.2171415373723
29,2975.268614180959,2975.268614180959
2901,2835.422056494482,2835.422056494482
2903,3856.863832218949,3856.863832218949
2904,4897.948968072714,4897.948968072714
2914,1225.2517598481372,1225.2517598481372
2915,2971.20572640562,2971.20572640562
2917,1970.9331968804,1970.9331968804
2919,2688.062505429012,2688.062505429012
292,10377.078858514558,10377.078858514558
2920,13923.140182526153,13923.140182526153
293,35660.071773688265,35660.071773688265
2931,893.5482110077594,893.5482110077594
2932,8824.031833635878,8824.031833635878
2933,2446.685873552074,2446.685873552074
2936,2681.152694816115,2681.152694816115
2937,12413.500248343815,12413.500248343815
2938,2236.011356125087,2236.011356125087
2939,45805.21659022714,45805.21659022714
294,10546.560626033517,10546.560626033517
295,27259.03829610795,27259.03829610795
2951,2151.928294977921,2151.928294977921
2952,6850.171177644215,6850.171177644215
2953,2692.4564307504556,2692.4564307504556
296,25067.411591364213,25067.411591364213
2961,1512.2155451556364,1512.2155451556364
2962,1605.1575367148064,1605.1575367148064
2963,5943.610751755199,5943.610751755199
2964,6692.25667361656,6692.25667361656
297,13064.042992594263,13064.042992594263
2971,6752.061718093009,6752.061718093009
2972,1942.8071020382547,1942.8071020382547
2973,1810.9654307308824,1810.9654307308824
2974,6572.632451624763,6572.632451624763
298,14277.265684345763,14277.265684345763
3,7319.509808764126,7319.509808764126
30,4637.266881225005,4637.266881225005
3001,22839.333538154166,22839.333538154166
3002,4130.0628197802325,4130.0628197802325
3003,1014.682833705511,1014.682833705511
3004,4301.911365773238,4301.911365773238
3005,4014.5304995804554,4014.5304995804554
3006,8039.350458573545,8039.350458573545
3007,3343.1504753018953,3343.1504753018953
301,8264.42261581048,8264.42261581048
302,3294.266571006031,3294.266571006031
3021,3432.793361640169,3432.793361640169
3022,7810.1761254506455,7810.1761254506455
3023,8235.962789908752,8235.962789908752
3024,12240.055071469487,12240.055071469487
3025,4002.4292430492746,4002.4292430492746
303,8999.99094494683,8999.99094494683
3031,2458.9143649823236,2458.9143649823236
3032,7073.786957967786,7073.786957967786
3033,2025.1020595314872,2025.1020595314872
3034,3536.5080413744863,3536.5080413744863
3035,1685.499373508124,1685.499373508124
3036,2235.6508385590328,2235.6508385590328
3037,4654.525254026741,4654.525254026741
3038,4207.923524573663,4207.923524573663
304,7621.829296397831,7621.829296397831
305,4076.136755751043,4076.136755751043
306,21288.88717206828,21288.88717206828
307,6724.7728187643825,6724.7728187643825
309,4218.562787540194,4218.562787540194
31,3939.205663928709,3939.205663928709
310,9747.05480460278,9747.05480460278
3101,11780.761674123976,11780.761674123976
3102,4418.599822234768,4418.599822234768
3103,10708.371069980973,10708.371069980973
3104,4062.150083882422,4062.150083882422
3105,5953.710275377895,5953.710275377895
311,9589.348004884367,9589.348004884367
3111,3830.081653764874,3830.081653764874
312,9846.593867944344,9846.593867944344
32,1406.845448171579,1406.845448171579
3201,3738.4423734552374,3738.4423734552374
3202,4814.373278843008,4814.373278843008
3203,70464.70267956794,70464.70267956794
3204,13141.640092418698,13141.640092418698
321,10182.682631437008,10182.682631437008
3211,2099.152373630646,2099.152373630646
3212,5026.953750525257,5026.953750525257
3213,11996.049694070018,11996.049694070018
3214,7684.834415940976,7684.834415940976
3215,8998.073521470926,8998.073521470926
3216,9605.558407159868,9605.558407159868
3217,5525.856206044882,5525.856206044882
3218,2759.962100375075,2759.962100375075
3219,2350.632519623124,2350.632519623124
322,1243.953781669468,1243.953781669468
323,2215.3873547355493,2215.3873547355493
3231,13076.218443409238,13076.218443409238
3232,9320.344010548923,9320.344010548923
3233,8074.204484925133,8074.204484925133
3234,12691.572598585739,12691.572598585739
3235,5567.411846236577,5567.411846236577
3236,9857.585572272128,9857.585572272128
3237,14633.972343762633,14633.972343762633
3238,15469.063081027485,15469.063081027485
324,2454.8599421971358,2454.8599421971358
325,478.67276305965964,478.67276305965964
3251,24322.768201181203,24322.768201181203
3252,4178.195251092588,4178.195251092588
3253,4424.701966630426,4424.701966630426
3254,22846.20914036099,22846.20914036099
3255,8140.708074152373,8140.708074152373
3256,5719.037381743111,5719.037381743111
326,2572.852165593722,2572.852165593722
3271,19239.434682912557,19239.434682912557
3272,7647.609561437607,7647.609561437607
3273,18522.752768161034,18522.752768161034
3274,16261.57844365306,16261.57844365306
3275,10558.841352958172,10558.841352958172
3276,12092.070317454429,12092.070317454429
329,26441.91107414443,26441.91107414443
3291,10737.701178890335,10737.701178890335
3292,16930.226883127027,16930.226883127027
3293,18282.587187606616,18282.587187606616
3294,5830.2190321475955,5830.2190321475955
3295,9733.67297871717,9733.67297871717
3296,9633.869118565312,9633.869118565312
3297,10896.49961652846,10896.49961652846
3298,11261.947655434637,11261.947655434637
33,5977.376185300011,5977.376185300011
331,5426.241647392714,5426.241647392714
3311,8107.184545900127,8107.184545900127
3312,7203.907210217089,7203.907210217089
3313,9526.514421382673,9526.514421382673
3315,10033.852114353655,10033.852114353655
3316,3064.7111967263418,3064.7111967263418
332,11953.071764975315,11953.071764975315
333,4552.574376347531,4552.574376347531
3338,6558.497719858336,6558.497719858336
3339,9750.824217160523,9750.824217160523
3340,35626.03153754474,35626.03153754474
3341,14862.726204554616,14862.726204554616
3342,24774.51185759663,24774.51185759663
335,571.6473427874022,571.6473427874022
3352,13466.008128789723,13466.008128789723
3359,16496.553998440024,16496.553998440024
336,293.18174908418274,293.18174908418274
3360,15742.427587160828,15742.427587160828
337,8810.291296400153,8810.291296400153
3372,4133.107245997469,4133.107245997469
3374,3065.4916771849844,3065.4916771849844
3375,4631.909161015019,4631.909161015019
3378,16983.472631634457,16983.472631634457
3379,20199.77366302051,20199.77366302051
338,3724.765175809998,3724.765175809998
339,994.4649624439324,994.4649624439324
3392,20085.36619742435,20085.36619742435
3393,5346.28303234367,5346.28303234367
3394,12028.218470413545,12028.218470413545
3395,13503.352219766477,13503.352219766477
34,4634.43692227093,4634.43692227093
340,1570.4016760002312,1570.4016760002312
3401,7128.75691320912,7128.75691320912
3402,14702.27649071384,14702.27649071384
3405,8207.326759940805,8207.326759940805
3407,11934.48082984636,11934.48082984636
3408,19441.60309027047,19441.60309027047
341,1729.0996898324356,1729.0996898324356
342,8543.198075365784,8543.198075365784
3422,4688.744109628515,4688.744109628515
3423,8334.215096838483,8334.215096838483
3424,10784.360989101737,10784.360989101737
3426,9764.144780566467,9764.144780566467
3427,30467.073412541227,30467.073412541227
344,3146.3575638657144,3146.3575638657144
3441,3961.79143288067,3961.79143288067
3442,14239.95757121259,14239.95757121259
3443,26592.703312256614,26592.703312256614
3444,11441.017890811747,11441.017890811747
345,4493.815037538941,4493.815037538941
35,5761.658860239757,5761.658860239757
3506,18152.170203213947,18152.170203213947
351,75736.40986865586,75736.40986865586
3513,3051.988383617994,3051.988383617994
3514,1167.926185561668,1167.926185561668
352,9647.847169615847,9647.847169615847
353,6573.43501440374,6573.43501440374
354,7178.943059608602,7178.943059608602
3542,7958.874679695337,7958.874679695337
3543,16720.43680673094,16720.43680673094
3544,6382.746657182584,6382.746657182584
355,50292.65623595633,50292.65623595633
3551,4088.388951008046,4088.388951008046
356,17902.459813895333,17902.459813895333
3561,13085.520608442677,13085.520608442677
357,2883.7652913519123,2883.7652913519123
3572,4652.284088802154,4652.284088802154
3575,8790.12706372203,8790.12706372203
358,5147.722483618492,5147.722483618492
3581,2650.8628591050715,2650.8628591050715
3582,2174.353292318329,2174.353292318329
359,13688.341905209412,13688.341905209412
360,18340.853349882404,18340.853349882404
3603,3763.885006510113,3763.885006510113
361,12225.681126334619,12225.681126334619
3618,15442.987827389481,15442.987827389481
3619,18550.798808841017,18550.798808841017
362,11445.371077877477,11445.371077877477
363,13320.74976492336,13320.74976492336
3633,998.2910964503988,998.2910964503988
3637,878.7917003182349,878.7917003182349
3638,2471.025192455124,2471.025192455124
3640,2326.0124966010058,2326.0124966010058
3661,8277.186707865549,8277.186707865549
3662,822.5440157877777,822.5440157877777
3663,1300.6957577526257,1300.6957577526257
3668,5847.443116040835,5847.443116040835
3669,1407.1366793720013,1407.1366793720013
3670,1345.3831807923002,1345.3831807923002
3672,7701.707670309717,7701.707670309717
3673,7020.7625645827875,7020.7625645827875
3681,1371.2632659157402,1371.2632659157402
3695,679.4309191502781,679.4309191502781
37,4879.143130646357,4879.143130646357
3701,3493.4330611638447,3493.4330611638447
371,44043.169131836665,44043.169131836665
3711,56.582504648274565,56.582504648274565
3712,1383.3156757455051,1383.3156757455051
3713,634.702882356482,634.702882356482
3714,4189.105348065695,4189.105348065695
3715,2564.588075020916,2564.588075020916
372,5798.757647183375,5798.757647183375
3721,4781.107461269174,4781.107461269174
3722,10718.139542382814,10718.139542382814
3723,2469.396536729509,2469.396536729509
3731,3977.003588443479,3977.003588443479
3732,13734.930810017837,13734.930810017837
3733,2506.3603894056423,2506.3603894056423
3734,4491.332637537189,4491.332637537189
3746,6305.765635188139,6305.765635188139
3752,3591.258708945242,3591.258708945242
3762,20338.511985660552,20338.511985660552
3764,4505.625302896975,4505.625302896975
3781,2041.9154254805255,2041.9154254805255
3782,5824.013399719166,5824.013399719166
3783,1311.6211456259862,1311.6211456259862
3784,5851.776070012631,5851.776070012631
3785,3297.3810596222247,3297.3810596222247
3786,6370.908555254975,6370.908555254975
3787,10758.581663771934,10758.581663771934
3788,2781.678639887306,2781.678639887306
3789,3692.5758049923775,3692.5758049923775
3790,4652.909896137258,4652.909896137258
3791,4326.158197411872,4326.158197411872
3792,9849.815491018093,9849.815491018093
38,3394.6517805117705,3394.6517805117705
3804,422.4525581122131,422.4525581122131
3805,842.7185952378798,842.7185952378798
3808,906.1005583534661,906.1005583534661
381,4058.650520039534,4058.650520039534
3810,449.00246639072395,449.00246639072395
382,2198.3721179717445,2198.3721179717445
3821,2198.0106434937957,2198.0106434937957
3822,6404.67969051719,6404.67969051719
3823,681.7568557104855,681.7568557104855
383,7890.366343733292,7890.366343733292
3831,1337.2584539992124,1337.2584539992124
3832,2850.650234409577,2850.650234409577
3834,4941.920849963659,4941.920849963659
3835,1759.375128515598,1759.375128515598
3837,1418.8168607884616,1418.8168607884616
3847,8314.475958349392,8314.475958349392
385,3327.144140112393,3327.144140112393
3851,32339.421863530744,32339.421863530744
386,3286.4430822821873,3286.4430822821873
3861,2826.508642175841,2826.508642175841
3862,904.0457881314352,904.0457881314352
3863,4105.246698495545,4105.246698495545
387,9300.777761793439,9300.777761793439
3871,22966.3720862022,22966.3720862022
388,4200.356498216296,4200.356498216296
3881,1305.2203452355789,1305.2203452355789
3882,2545.8609552117323,2545.8609552117323
389,60.73237067396623,60.73237067396623
3891,11432.307480604713,11432.307480604713
39,2840.688528530207,2840.688528530207
390,3312.319464605432,3312.319464605432
3901,34435.31349617905,34435.31349617905
391,2983.1051498553184,2983.1051498553184
3911,10291.345365171006,10291.345365171006
392,6822.8094008915095,6822.8094008915095
3921,17421.237757261544,17421.237757261544
393,2928.4765700384946,2928.4765700384946
3932,2073.783491133454,2073.783491133454
394,2339.033037239444,2339.033037239444
3945,6414.499531128688,6414.499531128688
3946,4984.911288126305,4984.911288126305
3947,6050.48063948227,6050.48063948227
3951,1533.8181107540788,1533.8181107540788
3952,2184.711128275138,2184.711128275138
3953,6145.694496196919,6145.694496196919
3954,4801.533067864744,4801.533067864744
3955,11296.671592781227,11296.671592781227
3961,6353.835700809119,6353.835700809119
3962,7611.3382304614215,7611.3382304614215
3972,4430.937205737856,4430.937205737856
3981,12361.389757421479,12361.389757421479
3982,8698.180278348551,8698.180278348551
3983,2505.638523190433,2505.638523190433
3985,6778.6606403259,6778.6606403259
3986,7771.441567231839,7771.441567231839
3987,5412.978986550243,5412.978986550243
3988,10804.552246582825,10804.552246582825
4,8489.891898620339,8489.891898620339
40,3440.517902536333,3440.517902536333
4001,23630.60672383901,23630.60672383901
4002,3806.6392021479537,3806.6392021479537
4003,10163.130929783963,10163.130929783963
4004,2306.119353990347,2306.119353990347
4005,8772.4430497452,8772.4430497452
4006,14865.813077254932,14865.813077254932
4007,3460.2114771812358,3460.2114771812358
4008,12384.699927610478,12384.699927610478
4009,8595.5839141158,8595.5839141158
401,2829.5138141023895,2829.5138141023895
4010,10763.603078528857,10763.603078528857
4012,12303.351650807092,12303.351650807092
4013,6817.365058826713,6817.365058826713
402,2088.9916485072877,2088.9916485072877
4021,15847.724618536322,15847.724618536322
4022,3048.7906720274636,3048.7906720274636
4023,6210.423022081915,6210.423022081915
4024,6035.213955587675,6035.213955587675
4026,4453.757570538678,4453.757570538678
4027,8207.999430859518,8207.999430859518
4028,2191.7223912773675,2191.7223912773675
4029,8403.37489350267,8403.37489350267
403,2523.98872405849,2523.98872405849
4030,3025.533202611462,3025.533202611462
4031,3853.348507370861,3853.348507370861
4032,3779.158327106455,3779.158327106455
4033,7465.222117623232,7465.222117623232
4034,7604.811426458954,7604.811426458954
4035,5744.080368676851,5744.080368676851
4037,6354.366419392999,6354.366419392999
4038,11194.70540471419,11194.70540471419
4039,3917.1899415229527,3917.1899415229527
404,22987.02106478009,22987.02106478009
4040,9016.061362717423,9016.061362717423
4041,3810.910345550706,3810.910345550706
4042,3494.8149908132596,3494.8149908132596
4044,10347.767996984434,10347.767996984434
4045,22553.50412853644,22553.50412853644
4046,3032.800695078371,3032.800695078371
4047,8636.109916260952,8636.109916260952
4048,10092.87478839459,10092.87478839459
4049,7787.303240886651,7787.303240886651
405,6876.285678400694,6876.285678400694
406,10057.417321313493,10057.417321313493
4061,3318.7386461663655,3318.7386461663655
4062,7516.565542776039,7516.565542776039
4063,11713.293722532359,11713.293722532359
4064,2131.6789904945745,2131.6789904945745
4065,6212.3280745150405,6212.3280745150405
4066,2049.318221481525,2049.318221481525
4067,3265.913963668348,3265.913963668348
4068,6020.320234547536,6020.320234547536
407,7354.162071692174,7354.162071692174
4071,4307.619189294255,4307.619189294255
4072,5712.893771793688,5712.893771793688
4073,3770.5168862586825,3770.5168862586825
4074,5295.741488762571,5295.741488762571
4075,6569.301991899747,6569.301991899747
4076,6313.207317188634,6313.207317188634
4077,2609.90665791551,2609.90665791551
4078,1289.0055327680625,1289.0055327680625
4079,2641.3574266237897,2641.3574266237897
408,715.2445145256701,715.2445145256701
4080,12858.096750749068,12858.096750749068
4081,6480.5273556601,6480.5273556601
4082,22674.76231634567,22674.76231634567
4083,7871.888496472363,7871.888496472363
4084,1121.63589179865,1121.63589179865
409,5697.4012568381395,5697.4012568381395
4091,4953.936981490125,4953.936981490125
