Hour,Scaled Value
0,0.48795673333815187
1,0.4734020247919242
2,0.46878693997836934
3,0.46879929814253357
4,0.49940890895096146
5,0.5637740542933988
6,0.6170488109957506
7,0.6525781521456395
8,0.675350219362617
9,0.6969125372300752
10,0.7065627567910713
11,0.7103079897216026
12,0.7116109644887788
13,0.7117742043754715
14,0.7099008016986418
15,0.7050432974961304
16,0.6882552930171093
17,0.6647032074748799
18,0.6373407670729994
19,0.6016220567517321
20,0.5640456471368459
21,0.5447841744254243
22,0.5271225458247129
23,0.5177414668457461
