Hour,Scaled Value
0,0.45849434200387346
1,0.4453220684934419
2,0.4418166614949448
3,0.44362037523098424
4,0.482280329945311
5,0.5582004573118696
6,0.6149848782159909
7,0.6437804723213953
8,0.6538570277370017
9,0.664238523486795
10,0.6645846794168542
11,0.6613534832801177
12,0.6584357768453833
13,0.6554282940356403
14,0.6528305343559034
15,0.6481997442069863
16,0.6334168017367595
17,0.6137712931533972
18,0.5914352156782406
19,0.5648247798771173
20,0.5332252969537671
21,0.5168907099010305
22,0.5012773514921829
23,0.49369542286924656
