MV_osmid,HBLD_kW/K,CBLD_MWh/K,PRT_MW,GEBF_m2,GAREA_m2,T_PROFILE
5,15.574930157314684,1.204361111111111,0.38358778847706637,10013.0,5149.0,MVE
6,18.706395343328172,1.415,0.5044400892635005,12418.0,6407.0,MVE
14,23.220502408763554,1.5108333333333333,0.7953520851565742,15340.0,8582.0,MVE
15,23.438058631974677,1.8588333333333336,0.651071689293886,15370.0,7148.0,MVE
18,18.89614735456048,1.2273333333333332,0.5330128367822775,11974.0,6876.0,MVE
19,17.60385719046656,1.1321388888888888,0.46517648508488463,10779.0,4145.0,MVE
20,28.199686089416645,2.2608055555555557,0.7880948281697501,19511.0,9363.0,MVE
21,28.29080585276379,2.0080833333333334,0.7666599353487014,18361.0,8686.0,MVE
22,32.559441914737704,2.2013888888888893,0.9943060636947885,20208.0,10613.0,MVE
26,22.784743796663033,1.5121666666666667,0.6058737941671025,14052.0,7838.0,MVE
27,16.66240247105792,1.3641666666666667,0.49756005144227106,11742.0,5129.0,MVE
30,5.310838950592951,0.44805555555555554,0.17167267774612574,3710.0,2432.0,MVE
46,7.424674462887807,0.46169444444444446,0.20861933241785663,4789.0,2557.0,SIO
61,0.5416811918552031,0.0315,0.018521323780949395,378.0,126.0,SIO
77,134.48869912135132,10.090833333333334,3.7141198727322533,90488.0,39274.0,SIO
80,38.29166656937772,3.1776388888888887,1.631754640941146,25373.0,13818.0,SIO
81,49.82839650285934,3.404055555555556,1.7526486411042603,29904.0,24404.0,MVE
86,27.27586811495404,2.0601111111111114,0.6924913651050553,17708.0,8654.0,SIO
88,29.157687999631523,2.1481111111111115,0.777305659085831,19118.0,8224.0,MVE
90,30.296127312327577,2.608,0.9165433990142736,21822.0,10676.0,MVE
94,30.99481343968139,2.3594444444444442,0.86592197479119,21482.0,6190.0,MVE
96,21.155678959824424,1.5330833333333334,0.5803723507972728,13699.0,7010.0,MVE
97,19.988933330502586,1.5571111111111111,0.6433181229644336,14068.0,7296.0,SIO
100,5.046904993256772,0.4033888888888889,0.1446115222190935,3358.0,1709.0,SIO
101,14.094976749923351,0.9717777777777779,0.4250522492725281,10066.0,4193.0,SIO
106,19.5037991280166,1.8121111111111112,0.826940953022754,13524.0,6943.0,SIO
110,19.771432166608434,1.2865,0.84019525574481,13790.0,6776.0,MVE
117,31.74134950792969,2.4130277777777778,0.8323188605955694,20861.0,9305.0,MVE
119,14.850932693940285,1.0180277777777778,0.3991662427852339,9397.0,4600.0,MVE
125,41.84347316999899,3.159527777777778,1.1222699575622488,27555.0,12818.0,MVE
127,22.433281067540424,1.582277777777778,0.5775282942229433,14488.0,6607.0,MVE
128,47.3971666124541,3.7753055555555557,1.3380617811661526,32209.0,14133.0,MVE
129,18.740580131949528,1.196611111111111,0.5390670068455846,11608.0,7006.0,MVE
