MV_osmid,HBLD_kW/K,CBLD_MWh/K,PRT_MW,GEBF_m2,GAREA_m2,T_PROFILE
0,34.52900586448648,2.77375,1.1144710524764243,23535.0,9744.0,RAG
5,45.86831461066651,3.0466666666666664,1.4475485256713336,29260.0,18194.0,RAG
6,22.100417328224367,1.881638888888889,0.5913561129262628,15265.0,4058.0,RAG
12,38.63871933368319,2.6523055555555555,1.0929722154257138,24273.0,10023.0,RAG
15,32.41281262037339,2.634361111111111,1.0789234242998822,22237.0,15519.0,RAG
18,33.43820750240685,2.558194444444444,0.9625795591322235,22295.0,9987.0,RAG
23,19.520207027218024,1.5189722222222224,0.5780602524274745,13141.0,7577.0,RAG
27,24.854141681247864,1.8723333333333332,0.9284813727187162,16800.0,11487.0,RAG
31,46.87938999714994,3.1445,1.8711134245827177,29328.0,26297.0,RAG
32,25.62400209649189,2.302722222222222,0.711582031928975,18306.0,4913.0,RAG
37,26.930740370154833,2.2996388888888886,0.7873988364090049,19053.0,5444.0,RAG
38,27.99383527074369,2.0748611111111113,0.8005693525493575,18969.0,8035.0,RAG
41,34.06072486484866,2.7004722222222224,1.0465325870999047,23127.0,10551.0,RAG
43,13.57813441015189,1.047,0.44993220750998386,9314.0,3758.0,RAG
44,49.74393077732899,3.899722222222222,1.510464802027194,33872.0,16325.0,RAG
45,26.39438820270073,2.3643333333333336,0.7919759140383069,18950.0,7399.0,RAG
46,18.922093936688025,1.398,0.7068469958985194,12814.0,9214.0,RAG
47,42.60948143792369,3.417916666666667,1.2121005666814475,28863.0,11055.0,RAG
50,26.02932269361584,2.2275555555555555,0.693366827746196,17994.0,6042.0,RAG
52,23.553250976347243,2.0745833333333334,0.7938089151095815,16219.0,8734.0,RAG
54,10.326276896960316,0.7712777777777778,0.28685225894498745,6962.0,2373.0,RAG
56,16.367679471447413,1.2731388888888888,0.4842820272759336,10645.0,5717.0,RAG
58,62.96748757058379,4.639,1.891852134135759,41322.0,23524.0,RAG
59,25.929622756306834,1.811027777777778,0.8322340860241572,18113.0,8119.0,RAG
60,24.40329933653662,1.8610833333333332,0.6632002079825142,16339.0,7811.0,RAG
63,15.488085330888245,1.2749166666666667,0.5508869739944386,10397.0,6727.0,RAG
66,31.79795991813476,2.1833611111111115,0.9857964822359018,21171.0,11053.0,RAG
75,30.5653667834668,2.396916666666667,0.8673055130935249,20755.0,10468.0,RAG
78,25.32713805216853,1.9835833333333335,0.6238891687972206,16423.0,7130.0,RAG
79,11.50250436924953,0.7976666666666666,0.37425178619075156,7258.0,3572.0,RAG
81,14.76714452120034,1.264388888888889,0.4430077170736013,9952.0,5545.0,RAG
83,25.23592890846796,1.901722222222222,0.7588847172215324,17040.0,9625.0,RAG
86,21.50646354984725,1.8451944444444446,1.0411793600433186,14891.0,6138.0,RAG
90,68.90881988799224,5.5104444444444445,2.1986368504139446,46198.0,23901.0,RAG
93,39.31262690496822,3.079277777777778,1.119645132837365,26332.0,11980.0,RAG
96,49.97839045351195,3.668916666666667,1.5839856653990698,32621.0,18641.0,RAG
101,39.2509186093282,2.829,1.2123477344337188,25182.0,15737.0,RAG
103,12.291405219514735,1.0318888888888889,0.5707574879547281,8272.0,3469.0,RAG
106,74.12984914952118,5.535055555555556,2.3126890140707905,48862.0,24698.0,RAG
107,26.055143415693088,2.0271944444444445,0.7722128534974192,17391.0,7807.0,RAG
108,36.377102681828994,2.7109722222222223,1.098414191173779,24435.0,11303.0,RAG
115,19.596685497980463,1.6167222222222224,0.6505963858395499,14158.0,7258.0,RAG
116,26.041996586934577,1.8660555555555556,0.8071508401241384,16760.0,10030.0,RAG
118,30.420006486004652,2.5055555555555555,0.9056672493068172,20926.0,10113.0,RAG
120,36.21214982490932,3.001,0.9752940984236206,24292.0,8829.0,RAG
121,22.730497834294237,1.796638888888889,0.6595437069416108,15387.0,6707.0,RAG
122,23.509442598192766,1.8150555555555556,0.7805836807156425,15816.0,7836.0,RAG
125,14.894922176923782,1.1095833333333334,0.4251182613399234,9877.0,5148.0,RAG
128,88.98574742292509,6.569111111111111,2.791519527985353,58194.0,33094.0,RAG
133,17.340706927884632,1.3015833333333333,0.4889219616314386,11211.0,5594.0,RAG
134,33.3745072100981,2.75825,0.9175165025926855,22891.0,10635.0,RAG
135,22.000044898536594,1.449138888888889,0.7311804803454619,14129.0,7448.0,RAG
138,19.07903955459765,1.4266944444444443,0.5216051507002614,12845.0,4599.0,RAG
141,31.93613142854075,2.460416666666667,0.9033866512897933,21085.0,8626.0,RAG
148,65.86391242960134,4.702388888888889,2.335283089208445,43986.0,25105.0,RAG
154,22.402478671973398,1.585,0.7468108248599585,13780.0,9123.0,RAG
156,13.739275320801006,0.9149166666666667,0.42444120910946265,8235.0,4478.0,RAG
157,32.37813270836593,2.8063333333333333,1.0426231834667707,21514.0,11907.0,RAG
158,26.663413499928332,1.6339722222222222,0.7411930361196261,15921.0,8335.0,RAG
160,20.044964892346254,1.2446111111111111,0.5089841140928493,11812.0,5192.0,RAG
161,11.404444182795743,0.812861111111111,0.36966664802513355,7193.0,2984.0,RAG
165,25.26062920894655,2.491916666666667,0.6981219103214894,19449.0,5519.0,RAG
166,24.895379019131028,1.6469444444444443,0.690923490846852,15950.0,6284.0,RAG
174,36.64179111438435,3.0732222222222223,1.678039529905054,26768.0,13744.0,RAG
175,8.460456869670846,0.6249166666666667,0.4104605746104787,5897.0,4267.0,RAG
176,0.3550184749474831,0.020055555555555556,0.01586389069572119,216.0,216.0,RAG
177,19.51921750728776,1.4698333333333333,0.5868211461262015,12956.0,5855.0,RAG
181,36.142433832455026,2.3713888888888888,1.0361172635348601,22368.0,12735.0,RAG
182,33.6028380619354,2.421916666666667,0.997157373261114,21745.0,10582.0,RAG
183,16.460192855166817,1.1045833333333335,0.43236268931298005,10179.0,4592.0,RAG
185,26.29045094690162,1.8946666666666667,0.647622306369494,16068.0,7094.0,RAG
186,31.216617867014776,2.303444444444444,1.0277921036225333,21838.0,9996.0,RAG
188,19.969638206016057,1.854916666666667,1.0548574543555689,14293.0,10646.0,RAG
189,29.678249110008736,2.471277777777778,0.8762128451377158,19122.0,10373.0,RAG
190,23.07140569024902,1.8668333333333333,0.7650543133849466,15552.0,8544.0,RAG
191,41.84706793882137,2.8225277777777777,1.377323622162437,28723.0,13465.0,RAG
193,18.224833139842417,1.51875,0.4878750078433454,12253.0,3598.0,RAG
194,20.234897050854627,1.4510277777777778,0.5864777733583435,13317.0,4986.0,RAG
195,21.19553650528435,1.8243333333333336,0.6469777202111889,14550.0,4859.0,RAG
197,22.5214937640338,1.7000833333333334,0.8746357432450667,15209.0,10992.0,RAG
198,6.842602994360413,0.6446111111111111,0.28041005173290684,4798.0,3618.0,RAG
199,15.334746417951559,1.307972222222222,0.6918916209813976,9453.0,3224.0,RAG
201,17.685352966586223,1.0722499999999997,0.8992855118855602,12821.0,4531.0,RAG
203,15.50458947688375,1.2090833333333337,0.36110814842580424,9069.0,3629.0,RAG
204,3.452072380455299,0.22752777777777777,0.13168544043264974,2175.0,1872.0,RAG
205,5.794626237845918,0.3459999999999999,0.25399713062049917,4090.0,2535.0,RAG
206,17.79253407233388,1.573,0.8190125099834845,11898.0,10041.0,RAG
209,1.2788447233937563,0.023083333333333334,0.047436322950157504,831.0,483.0,RAG
210,8.711695972866947,0.6496666666666666,0.2944398420571317,5546.0,3896.0,RAG
212,1.455966911960752,0.09216666666666666,0.07605746196559429,990.0,671.0,RAG
