MV_osmid,HBLD_kW/K,CBLD_MWh/K,PRT_MW,GEBF_m2,GAREA_m2,T_PROFILE
0,16.05227212971478,1.2849722222222224,0.49952320121472704,10705.0,5360.0,MMOBE
1,55.06449435166117,4.096666666666667,1.676242704616759,36738.0,22120.0,MMOBE
7,56.75727798685143,4.094277777777778,1.6856483750047535,37810.0,19065.0,MMOBE
11,53.97436542706356,3.6538333333333335,1.8017464684194362,36070.0,20141.0,MMOBE
15,17.26481378689029,1.4011944444444446,0.48441753722523617,11773.0,4770.0,MMOBE
16,32.380715036289935,2.5396388888888892,0.9090511611447831,20997.0,10378.0,MMOBE
17,68.78022454203828,5.570916666666667,1.9995782748149198,46345.0,25074.0,MMOBE
20,63.45679329496649,4.483138888888889,1.88837387570323,41997.0,23309.0,MMOBE
21,2.4409542334749466,0.17369444444444446,0.11166067998953157,1567.0,1567.0,MMOBE
22,8.560128943309632,0.6315,0.26666962924979665,5672.0,3081.0,MMOBE
23,33.97668574913263,2.6418055555555555,1.0876991849188256,22537.0,12965.0,MMOBE
24,56.266371835201916,4.149111111111111,1.7209256697886877,37652.0,20330.0,MMOBE
27,41.48832897581427,3.053472222222222,1.269974533974476,27295.0,14636.0,MMOBE
30,62.02128368537983,4.574361111111111,1.87364864642825,40819.0,24070.0,MMOBE
31,56.01845258020183,4.436305555555555,1.6945061872465395,37369.0,19059.0,MMOBE
33,44.72850747025436,3.456638888888889,1.2775635889725006,29881.0,13349.0,MMOBE
35,39.79313762222963,3.080222222222222,1.1169225368716162,26770.0,11708.0,MMOBE
40,45.97939906044552,3.7936111111111113,1.2356330297604439,31828.0,10637.0,MMOBE
46,34.36140832542314,2.74875,0.9502398718341717,22667.0,10145.0,MMOBE
55,64.71200816844987,5.168472222222222,2.1839535503065903,44699.0,19639.0,MMOBE
61,80.13558098506293,6.2364444444444445,2.336811087373855,53852.0,28215.0,MMOBE
64,40.34604405384678,2.95575,1.1868108133529545,27019.0,13134.0,MMOBE
65,37.32044388652125,2.6623055555555557,1.0352685722770394,24557.0,12318.0,MMOBE
66,18.56557774377289,1.6759722222222224,0.49937633922912755,12531.0,5224.0,MMOBE
69,12.527311131634582,0.9437777777777778,0.33325372320107916,8278.0,4199.0,MMOBE
76,52.4887407556213,3.985777777777778,1.6185161835874595,35234.0,15968.0,MMOBE
77,70.05846057697077,4.522972222222223,2.7081030731815807,44041.0,36293.0,BER
79,14.21086080711064,1.126111111111111,0.45449929065646644,9542.0,4667.0,BER
91,3.6315971684967066,0.22052777777777777,0.16862855409108035,2723.0,1707.0,BER
97,102.41619726148856,8.113305555555556,3.2301972921692657,69161.0,38776.0,MMOBE
101,57.77668326571439,4.244222222222223,1.7452508806286722,38234.0,21286.0,MMOBE
105,33.6792882543965,2.6901666666666664,0.9975569407790144,22264.0,10595.0,MMOBE
106,35.11978645256647,2.6188333333333333,1.2225568378771445,23192.0,14749.0,MMOBE
107,37.2627948294779,3.095222222222222,1.2816351573006677,26512.0,15335.0,MMOBE
110,52.8720568789333,4.668416666666667,1.8175244959911334,36699.0,17651.0,MMOBE
113,35.475263761647085,2.9917777777777776,1.0267521508000632,23588.0,10660.0,MMOBE
114,87.73101083388474,6.345888888888888,2.4655939536622293,56536.0,32235.0,BER
118,73.1790271610275,5.314861111111111,2.7969082075842695,51929.0,29093.0,BER
133,1.1849704416524576,0.10694444444444444,0.03054656147649458,770.0,385.0,BER
134,51.29774157192662,3.8366111111111114,1.5326310215468124,33376.0,17338.0,MMOBE
137,116.3377594343014,9.066583333333334,3.5043637447286615,77941.0,44922.0,MMOBE
138,32.442338219987825,2.312916666666667,0.9994629435214017,20621.0,9908.0,MMOBE
139,343.0269242050197,25.725333333333335,10.912528560051097,227210.0,116430.0,MMOBE
140,17.658661625011213,1.4107222222222222,0.5325128870287038,11814.0,6159.0,MMOBE
143,91.06134285197908,7.817888888888889,3.8281694766815186,63848.0,30875.0,MMOBE
144,35.099862006326056,3.007972222222222,1.5227291891805372,24709.0,21857.0,MMOBE
145,25.956218248777663,1.867527777777778,0.7586174212406045,17027.0,8092.0,MMOBE
146,14.801378020612477,1.2979166666666668,0.4240848230490609,10099.0,3784.0,MMOBE
147,3.2226882955993608,0.22997222222222222,0.11906668499238376,2237.0,1366.0,MMOBE
148,37.93263393715626,2.5945833333333335,1.1628689697511425,24513.0,14463.0,MMOBE
149,106.34776294220741,8.149388888888888,3.3775329001911842,71000.0,41378.0,MMOBE
152,65.054368064986,4.8595,2.309868554572281,42646.0,25609.0,MMOBE
154,27.251910614138172,2.0226944444444444,0.8392404249411016,18215.0,9745.0,MMOBE
155,25.778782505563566,2.1211111111111114,0.8652522990365908,19040.0,9537.0,BER
157,116.0881219284321,9.174,3.474962291219595,78484.0,43751.0,BER
159,0.18313179552810707,0.01652777777777778,0.004795877650794658,119.0,68.0,BER
160,53.795847588157315,4.4086944444444445,1.4388412818802412,36393.0,14312.0,MMOBE
161,16.411147966491253,1.1274166666666667,0.49278408559511283,10853.0,6074.0,MMOBE
162,53.17362880243907,4.129611111111111,1.5435629921830976,35490.0,19727.0,MMOBE
163,32.20704485338991,2.650722222222222,0.8688133136306428,21842.0,8701.0,MMOBE
164,36.14697811475285,2.7413333333333334,1.1298420063033712,24096.0,14040.0,MMOBE
165,154.64905719359803,10.857166666666668,4.795723313546339,100516.0,60542.0,MMOBE
167,40.541733032977724,3.020638888888889,1.1823477794923543,26837.0,13412.0,MMOBE
168,107.97175970895985,8.007277777777778,3.1529549467511098,68112.0,38313.0,MMOBE
170,114.34750864328238,8.336305555555555,3.3573757063512146,75821.0,42317.0,MMOBE
172,120.43993302417574,8.435444444444446,3.6607692607645252,80086.0,41178.0,MMOBE
174,102.52119091556854,8.063611111111111,3.0574724243864484,68266.0,38620.0,MMOBE
175,76.2322480021948,5.7915833333333335,2.4342134884893634,52261.0,30293.0,BER
