MV_osmid,HBLD_kW/K,CBLD_MWh/K,PRT_MW,GEBF_m2,GAREA_m2,T_PROFILE
62,34.38181117943645,2.770694444444444,1.0392782528807172,23051.0,10646.0,SIO
67,33.49274547273634,2.809416666666667,1.233995673752778,23379.0,14276.0,SIO
75,510.45422777850064,41.32747222222223,14.397514816807718,349171.0,111703.0,SIO
77,30.924910903865054,2.5086944444444446,0.9282098676928365,21577.0,9735.0,SIO
83,27.091860612476097,2.0077777777777777,0.750774051040232,18102.0,8353.0,SIO
84,25.34982274946753,1.9801944444444446,0.7065645900083781,16777.0,7793.0,SIO
85,0.8860538453616496,0.05636111111111111,0.026351033746269462,559.0,363.0,SIO
86,14.62092418573035,1.1323055555555557,0.41399797282905637,10005.0,4391.0,SIO
87,6.424346768078675,0.3983333333333333,0.186670591913652,4170.0,2368.0,SIO
88,58.4646175576124,3.82375,1.533611808080233,35715.0,20664.0,SIO
92,31.333151224662448,2.52,0.852183737995734,21452.0,10195.0,SIO
96,20.535195367319012,1.4128611111111111,0.5705253927528181,12931.0,7365.0,SIO
97,34.424790606686706,2.701694444444444,1.0147703056108572,23723.0,11750.0,SIO
98,29.223730943152383,2.099194444444444,0.8053857521014222,19067.0,9482.0,SIO
101,19.01550408292685,1.3675833333333332,0.5027615383557117,12389.0,5924.0,SIO
111,0.02154491712095377,0.0003888888888888889,0.0010679185325926579,14.0,14.0,SIO
114,38.04516757528897,2.60975,1.0317276846359216,23525.0,13345.0,SIO
119,526.2089283587574,44.94258333333334,16.392259688446167,374399.0,110098.0,SIO
122,37.41817301021232,2.896166666666667,1.0302855472553951,25466.0,12252.0,SIO
123,103.64129583195142,6.588222222222223,2.785742380555855,63408.0,35251.0,SLFSLF
124,289.9893627358397,21.687111111111115,8.08803753717299,190718.0,93428.0,SIO
127,29.62162587501734,2.3518611111111114,1.016923328620379,19407.0,13260.0,SIO
131,121.39584047981737,9.0425,3.482989822680251,81584.0,38824.0,SIO
132,1151.5167755572816,98.647,34.041845298056884,807458.0,209013.0,SIO
142,7.931286872299461,0.5748333333333334,0.22684080422500058,5312.0,2434.0,SIO
143,0.7306013353831484,0.06972222222222223,0.022600498708410466,502.0,391.0,SIO
144,5.363197784399018,0.5175,0.12090374612354679,3740.0,776.0,SIO
145,14.604759904049748,1.2417222222222222,0.6100254088459106,11004.0,4621.0,SIO
146,23.358373663539133,1.8131388888888889,0.6091431109589197,15593.0,7626.0,SIO
153,28.845690816710782,2.015277777777778,0.8981004148400803,19538.0,9020.0,SIO
156,23.181727385907188,1.8870833333333332,0.687296552803763,16081.0,8055.0,SIO
157,29.69718058457961,2.2788055555555555,0.854523242776348,19987.0,10596.0,SIO
160,9.874404728619727,0.8054166666666667,0.2781149810775564,7043.0,3309.0,SIO
161,31.330250942064165,2.4679166666666665,0.8726442929790162,21689.0,10076.0,SIO
164,17.855621778763823,1.6062222222222224,0.5412467563717762,12360.0,6183.0,SIO
