MV_osmid,HBLD_kW/K,CBLD_MWh/K,PRT_MW,GEBF_m2,GAREA_m2,T_PROFILE
0,61.64411956780936,4.267444444444444,1.7358024594150643,39044.0,18521.0,RUE
1,8.586564297686348,0.8190833333333334,0.21317320665965725,6045.0,1662.0,RUE
10,37.48456495079452,3.108222222222222,1.631021871497942,25266.0,19753.0,RUE
24,109.71293262232996,8.362666666666666,3.4228464686603997,73544.0,36602.0,RUE
28,5.071535470699973,0.46527777777777785,0.14602033696780856,3388.0,1875.0,RUE
32,80.80481422317493,6.021305555555555,2.337680872031791,51997.0,22738.0,RUE
42,9.019081067495106,0.6404444444444445,0.24682010027612017,6000.0,2129.0,RUE
46,1.723804468778279,0.15933333333333335,0.04294275068456629,1184.0,456.0,RUE
50,45.4301521019367,3.3024722222222223,1.2950955775360806,28939.0,12977.0,RUE
59,6.568343235357415,0.45822222222222225,0.24901647223233528,4114.0,3052.0,MOE
63,100.39016239682032,6.896777777777778,2.78651770368214,62070.0,31233.0,RUE
69,95.41813283586198,6.99263888888889,3.2438008737813795,59009.0,29613.0,RUE
72,110.40242225444537,8.898222222222223,3.4620891019166224,78194.0,34357.0,RUE
75,64.454031011864,4.825166666666667,1.7953659730794806,42138.0,17516.0,RUE
76,0.01538922651496698,0.0008333333333333333,0.000690270984858987,10.0,10.0,RUE
81,0.24854107309732235,0.016083333333333335,0.012692097119904579,171.0,102.0,RUE
85,3.5878487689294634,0.2417777777777778,0.10338410603210203,2216.0,1138.0,RUE
86,63.09731467116131,4.038277777777778,1.7709181954038538,39448.0,19607.0,RUE
94,20.38797956198114,1.5903611111111111,0.8077030693850171,13263.0,3860.0,RUE
95,20.12859425941922,1.6868888888888889,0.8303753207127075,13164.0,11840.0,RUE
96,68.01128950454685,4.139305555555556,2.280723271071197,40613.0,24492.0,RUE
110,29.284614131934568,2.413888888888889,1.206186961862317,19820.0,10480.0,RUE
111,37.09984915435853,2.728277777777778,1.1617632667864852,24324.0,12778.0,RUE
115,77.1544044625545,5.778,2.208694187696427,51118.0,21906.0,RUE
116,62.56003616056478,4.6745277777777785,2.2061274542753937,43047.0,22226.0,RUE
117,98.41661117567249,7.229277777777778,2.8909221406351677,63650.0,31115.0,RUE
122,113.22730938233603,7.422694444444445,3.1919431457390686,71491.0,33897.0,RUE
124,24.9985679954455,2.1917222222222223,1.1400216610856786,16966.0,8325.0,RUE
