MV_osmid,HBLD_kW/K,CBLD_MWh/K,PRT_MW,GEBF_m2,GAREA_m2,T_PROFILE
0,96.59233429351835,6.940388888888888,2.9309872105081336,62882.0,36861.0,BOU
3,81.92441754001754,6.103055555555556,2.7956756469859614,53000.0,37121.0,BOU
4,78.57061932497706,6.135805555555557,3.3557699316078384,48089.0,45490.0,AIG
8,141.0510376222283,10.953,4.7967528001498225,95490.0,57679.0,AIG
11,8.34610395907159,0.65775,0.2204978595808395,5443.0,2407.0,AIG
14,65.31526146063102,5.104666666666667,2.1084964883572366,45112.0,19194.0,AIG
17,53.55092353971297,4.169277777777778,1.657272561601905,36070.0,17322.0,BOU
20,52.31328520664599,3.7149444444444444,1.4106165362929024,33262.0,17230.0,BOU
24,49.09353777064687,4.091444444444445,1.3574491789070626,34400.0,11631.0,BOU
30,59.614146040018525,4.1176111111111116,1.6067371969431068,37562.0,20062.0,BOU
34,8.53275280089685,0.6912777777777779,0.23614082715898602,5546.0,2308.0,BOU
35,7.839906981888745,0.7457222222222223,0.20250869151468964,5482.0,1905.0,BOU
38,61.95870576726223,4.9944444444444445,1.7176068320419513,42310.0,16275.0,BOU
39,13.412212922583379,1.026,0.36088623615266846,8942.0,3223.0,BOU
40,6.435675242610669,0.5046666666666667,0.17981051291454075,4394.0,1984.0,BOU
41,5.751135058069378,0.51125,0.13124585513402454,3681.0,817.0,BOU
42,176.94358527985443,13.146472222222222,6.660791231583464,109803.0,71754.0,AIG
45,61.91657011169222,5.112583333333333,1.911192394372945,42673.0,16436.0,BOU
49,3.7884949320324837,0.292,0.1306840896436557,2574.0,1742.0,BOU
53,14.42849541921859,1.168972222222222,0.4264441331193535,10481.0,3777.0,BOU
54,1.0849404693051723,0.05875,0.048101002195131026,705.0,705.0,BOU
58,27.601449774985618,1.81225,0.8608704190034941,17929.0,9163.0,BOU
59,55.53289049943721,4.271,1.525470025778393,36436.0,13488.0,BOU
60,51.52292642023374,3.3814444444444445,1.4146485687300518,32560.0,17548.0,BOU
66,42.46300010302552,3.072027777777778,1.3882733451725067,26325.0,15692.0,BOU
71,13.399896038607555,0.9387777777777777,0.3862354616009252,8604.0,5192.0,SLFGRA
72,49.36886014983985,3.721972222222222,1.4684657005364397,33585.0,16056.0,AIG
75,67.31008640494667,4.831638888888889,2.026975699455676,44137.0,23173.0,BOU
76,30.857953669130502,2.0267222222222223,0.8280675543806185,19056.0,10293.0,BOU
79,20.419471287519965,1.149,0.7085592489953441,13168.0,8807.0,BOU
83,50.9972220740648,4.512555555555556,1.430838539531802,37220.0,12789.0,BOU
84,19.624402470179508,1.4049444444444446,0.6385214513340742,14252.0,4549.0,BOU
86,16.64682499047662,1.272722222222222,0.46052213145137233,11106.0,4852.0,BOU
88,29.780326005589252,2.2407777777777778,0.8476505119871843,20756.0,6210.0,BOU
93,28.92830434453829,2.0226944444444444,0.8246960340887124,19129.0,9312.0,BOU
96,16.072078278516255,1.1936111111111112,0.4338327934418859,10536.0,5330.0,SLFGRA
97,29.32842473771838,2.1448055555555556,0.869406483945982,20163.0,8886.0,BOU
101,5.388987781004205,0.39675,0.2360120898830566,3439.0,1898.0,BOU
