January,February,March,April,May,June,July,August,September,October,November,December
1.7113702708546836,1.2440402926440768,1.2663219470920113,1.009795118139967,0.7600995510073211,0.18727651113418775,0.19348381919234073,0.2523574177850043,0.312269445210259,0.8661400096459997,1.3263253362773744,1.5373709496531422
