January,February,March,April,May,June,July,August,September,October,November,December
0.19468285175740718,0.29445174038763805,0.48923247332641406,0.5789092698168553,0.6290684555951785,0.6605174770812041,0.6783600523493125,0.5997242661616172,0.49206188031198034,0.34799770665071106,0.21177334162909753,0.16542133612793622
