January,February,March,April,May,June,July,August,September,October,November,December
0.3171538104950348,0.47913507265569777,0.7952940309450643,0.9406466305667309,1.0220716606311926,1.0731162410013544,1.1022284496023247,0.9744373659287697,0.7994665097862182,0.5658782614142932,0.34472995537150014,0.2696532616466481
