January,February,March,April,May,June,July,August,September,October,November,December
0.15875192459999996,0.1447792866,0.16149186779999994,0.14272037685000002,0.14601507045000003,0.1423838586,0.1450557628500001,0.14747347755000004,0.14230967355,0.14540983110000005,0.15595531499999998,0.16316548815
