January,February,March,April,May,June,July,August,September,October,November,December
1.8539192889976446,1.347495568626104,1.3718867236184786,1.094181655223769,0.8237755910035285,0.20324068989450175,0.20997335923724658,0.2737819043929827,0.3385948476740757,0.9382895052105892,1.4366359930585302,1.6651951558495446
