January,February,March,April,May,June,July,August,September,October,November,December
2.268041135604653,1.9610358017878393,2.256069943208455,2.077708875169164,2.256256172687682,2.1774493930882284,2.0403289114659735,2.181674069188797,2.1913064930261434,2.1814768509041107,2.2283160215241113,2.1508875947929385
