January,February,March,April,May,June,July,August,September,October,November,December
0.6350076983999998,0.5791171464,0.6459674711999998,0.5708815074000001,0.5840602818000001,0.5695354344,0.5802230514000004,0.5898939102000001,0.5692386942,0.5816393244000002,0.6238212599999999,0.6526619526
