January,February,March,April,May,June,July,August,September,October,November,December
1.4175577537484774,1.0302794767340284,1.0485348320366172,0.8359445730635381,0.6290403738846365,0.1546717512322544,0.15983231438964968,0.20851379963191097,0.25815420484876,0.7171281949945099,1.098523359344325,1.2736062613638774
