January,February,March,April,May,June,July,August,September,October,November,December
0.6678790934738836,1.007136459004968,1.6691764537435174,1.9726122824647048,2.142481858388668,2.249723457932362,2.3108617371302125,2.0434183180535075,1.6772332718164333,1.1887792248319697,0.7253288350471302,0.5681525866164177
